hidden_layers,step_size,epoch,set_name,loss
3,0.01,0,subtrain,0.691533774137497
3,0.01,0,validation,0.6911999583244324
3,0.01,1,subtrain,0.686708003282547
3,0.01,1,validation,0.6864040195941925
3,0.01,2,subtrain,0.6827182471752167
3,0.01,2,validation,0.6824638247489929
3,0.01,3,subtrain,0.6793536841869354
3,0.01,3,validation,0.679169237613678
3,0.01,4,subtrain,0.676251620054245
3,0.01,4,validation,0.6761126518249512
3,0.01,5,subtrain,0.6736285090446472
3,0.01,5,validation,0.673566609621048
3,0.01,6,subtrain,0.6712524592876434
3,0.01,6,validation,0.6712660789489746
3,0.01,7,subtrain,0.6690000593662262
3,0.01,7,validation,0.669074535369873
3,0.01,8,subtrain,0.666898787021637
3,0.01,8,validation,0.6670757234096527
3,0.01,9,subtrain,0.6647891402244568
3,0.01,9,validation,0.6650383472442627
3,0.01,10,subtrain,0.6628044247627258
3,0.01,10,validation,0.6631488800048828
3,0.01,11,subtrain,0.6607780158519745
3,0.01,11,validation,0.6612071692943573
3,0.01,12,subtrain,0.6587199866771698
3,0.01,12,validation,0.6592348515987396
3,0.01,13,subtrain,0.6565201580524445
3,0.01,13,validation,0.657086193561554
3,0.01,14,subtrain,0.6542901992797852
3,0.01,14,validation,0.6549627184867859
3,0.01,15,subtrain,0.6518894731998444
3,0.01,15,validation,0.6526646316051483
3,0.01,16,subtrain,0.6492816507816315
3,0.01,16,validation,0.6501446664333344
3,0.01,17,subtrain,0.6464521884918213
3,0.01,17,validation,0.6474219262599945
3,0.01,18,subtrain,0.6433692276477814
3,0.01,18,validation,0.6444371938705444
3,0.01,19,subtrain,0.6399440765380859
3,0.01,19,validation,0.6411026418209076
3,0.01,20,subtrain,0.6361631751060486
3,0.01,20,validation,0.6374322175979614
3,0.01,21,subtrain,0.6319709718227386
3,0.01,21,validation,0.6333628594875336
3,0.01,22,subtrain,0.6272971928119659
3,0.01,22,validation,0.6288435757160187
3,0.01,23,subtrain,0.6220231056213379
3,0.01,23,validation,0.6236951351165771
3,0.01,24,subtrain,0.6161628365516663
3,0.01,24,validation,0.6179953217506409
3,0.01,25,subtrain,0.6095626950263977
3,0.01,25,validation,0.611537903547287
3,0.01,26,subtrain,0.6021745204925537
3,0.01,26,validation,0.6043074131011963
3,0.01,27,subtrain,0.5938831269741058
3,0.01,27,validation,0.5961805880069733
3,0.01,28,subtrain,0.5845976173877716
3,0.01,28,validation,0.5870707631111145
3,0.01,29,subtrain,0.5742205679416656
3,0.01,29,validation,0.5768595635890961
3,0.01,30,subtrain,0.5627780556678772
3,0.01,30,validation,0.5656443536281586
3,0.01,31,subtrain,0.5500786006450653
3,0.01,31,validation,0.5531629920005798
3,0.01,32,subtrain,0.536253422498703
3,0.01,32,validation,0.5395567417144775
3,0.01,33,subtrain,0.521462693810463
3,0.01,33,validation,0.5249998271465302
3,0.01,34,subtrain,0.5057306289672852
3,0.01,34,validation,0.5095061808824539
3,0.01,35,subtrain,0.4891181886196136
3,0.01,35,validation,0.4931156188249588
3,0.01,36,subtrain,0.4719453901052475
3,0.01,36,validation,0.4762031584978103
3,0.01,37,subtrain,0.4543363004922867
3,0.01,37,validation,0.4588284641504287
3,0.01,38,subtrain,0.4368003606796264
3,0.01,38,validation,0.4415801763534546
3,0.01,39,subtrain,0.419293463230133
3,0.01,39,validation,0.4243863523006439
3,0.01,40,subtrain,0.4021964818239212
3,0.01,40,validation,0.407622218132019
3,0.01,41,subtrain,0.3857520818710327
3,0.01,41,validation,0.3915372937917709
3,0.01,42,subtrain,0.3701193928718567
3,0.01,42,validation,0.3762980997562408
3,0.01,43,subtrain,0.3555518835783005
3,0.01,43,validation,0.362160176038742
3,0.01,44,subtrain,0.3421660959720611
3,0.01,44,validation,0.3492238074541092
3,0.01,45,subtrain,0.3298349976539612
3,0.01,45,validation,0.3373882174491882
3,0.01,46,subtrain,0.3184451162815094
3,0.01,46,validation,0.3265362232923507
3,0.01,47,subtrain,0.3081255853176117
3,0.01,47,validation,0.3167744278907776
3,0.01,48,subtrain,0.2988572418689728
3,0.01,48,validation,0.3080849647521972
3,0.01,49,subtrain,0.2902392297983169
3,0.01,49,validation,0.3001200258731842
3,0.01,50,subtrain,0.2825446277856827
3,0.01,50,validation,0.2930600196123123
3,0.01,51,subtrain,0.2752325385808944
3,0.01,51,validation,0.2864704430103302
3,0.01,52,subtrain,0.2685400694608688
3,0.01,52,validation,0.2805905342102051
3,0.01,53,subtrain,0.2625176757574081
3,0.01,53,validation,0.2752941697835922
3,0.01,54,subtrain,0.2569093257188797
3,0.01,54,validation,0.2704529762268066
3,0.01,55,subtrain,0.2518312260508537
3,0.01,55,validation,0.2661394327878952
3,0.01,56,subtrain,0.2471691891551017
3,0.01,56,validation,0.2622599154710769
3,0.01,57,subtrain,0.2429716885089874
3,0.01,57,validation,0.2588138878345489
3,0.01,58,subtrain,0.238982543349266
3,0.01,58,validation,0.2555983364582062
3,0.01,59,subtrain,0.2353025078773498
3,0.01,59,validation,0.2527158558368683
3,0.01,60,subtrain,0.2318875715136528
3,0.01,60,validation,0.2501254677772522
3,0.01,61,subtrain,0.2286494225263595
3,0.01,61,validation,0.2476935759186744
3,0.01,62,subtrain,0.2256172746419906
3,0.01,62,validation,0.2454493567347526
3,0.01,63,subtrain,0.2227391377091407
3,0.01,63,validation,0.2434151023626327
3,0.01,64,subtrain,0.2200168743729591
3,0.01,64,validation,0.2415656745433807
3,0.01,65,subtrain,0.2174956277012825
3,0.01,65,validation,0.2397502437233925
3,0.01,66,subtrain,0.2150492072105407
3,0.01,66,validation,0.238125205039978
3,0.01,67,subtrain,0.212704949080944
3,0.01,67,validation,0.2365405783057212
3,0.01,68,subtrain,0.2105034738779068
3,0.01,68,validation,0.2350591570138931
3,0.01,69,subtrain,0.2083611488342285
3,0.01,69,validation,0.2337818965315818
3,0.01,70,subtrain,0.2062682211399078
3,0.01,70,validation,0.2324371039867401
3,0.01,71,subtrain,0.2042461633682251
3,0.01,71,validation,0.2312073484063148
3,0.01,72,subtrain,0.2023190408945083
3,0.01,72,validation,0.2300049886107444
3,0.01,73,subtrain,0.2004553005099296
3,0.01,73,validation,0.228905901312828
3,0.01,74,subtrain,0.1986055523157119
3,0.01,74,validation,0.227790780365467
3,0.01,75,subtrain,0.1968652084469795
3,0.01,75,validation,0.2266701832413673
3,0.01,76,subtrain,0.1952465921640396
3,0.01,76,validation,0.2256397008895874
3,0.01,77,subtrain,0.1935715898871421
3,0.01,77,validation,0.2248014509677887
3,0.01,78,subtrain,0.1919940412044525
3,0.01,78,validation,0.2237551137804985
3,0.01,79,subtrain,0.1905061975121498
3,0.01,79,validation,0.2228194177150726
3,0.01,80,subtrain,0.1890741139650344
3,0.01,80,validation,0.221994049847126
3,0.01,81,subtrain,0.1876367703080177
3,0.01,81,validation,0.2211871445178985
3,0.01,82,subtrain,0.1862590909004211
3,0.01,82,validation,0.2203363850712776
3,0.01,83,subtrain,0.1850073337554931
3,0.01,83,validation,0.2195532992482185
3,0.01,84,subtrain,0.1836340576410293
3,0.01,84,validation,0.2187471911311149
3,0.01,85,subtrain,0.1823995858430862
3,0.01,85,validation,0.2179492712020874
3,0.01,86,subtrain,0.181208848953247
3,0.01,86,validation,0.2171853110194206
3,0.01,87,subtrain,0.1800263300538063
3,0.01,87,validation,0.2164598554372787
3,0.01,88,subtrain,0.1788791120052337
3,0.01,88,validation,0.2157764807343483
3,0.01,89,subtrain,0.1777564510703086
3,0.01,89,validation,0.2150536403059959
3,0.01,90,subtrain,0.1766562983393669
3,0.01,90,validation,0.2144222185015678
3,0.01,91,subtrain,0.175607368350029
3,0.01,91,validation,0.2138619422912597
3,0.01,92,subtrain,0.1745120957493782
3,0.01,92,validation,0.2131797671318054
3,0.01,93,subtrain,0.1734123677015304
3,0.01,93,validation,0.21260517090559
3,0.01,94,subtrain,0.1724292561411857
3,0.01,94,validation,0.2121161967515945
3,0.01,95,subtrain,0.1714149489998817
3,0.01,95,validation,0.2114274948835373
3,0.01,96,subtrain,0.170457623898983
3,0.01,96,validation,0.2110289707779884
3,0.01,97,subtrain,0.1695194914937019
3,0.01,97,validation,0.2103536948561668
3,0.01,98,subtrain,0.1685638725757599
3,0.01,98,validation,0.2098251655697822
3,0.01,99,subtrain,0.1676209568977356
3,0.01,99,validation,0.2092771083116531
2,0.1,0,subtrain,0.5895033776760101
2,0.1,0,validation,0.5908805131912231
2,0.1,1,subtrain,0.4535159319639206
2,0.1,1,validation,0.4562382400035858
2,0.1,2,subtrain,0.3247871398925781
2,0.1,2,validation,0.3298777788877487
2,0.1,3,subtrain,0.2606132328510284
2,0.1,3,validation,0.2717658281326294
2,0.1,4,subtrain,0.2299982532858848
2,0.1,4,validation,0.2476263269782066
2,0.1,5,subtrain,0.2084545120596885
2,0.1,5,validation,0.2321495786309242
2,0.1,6,subtrain,0.1943551078438758
2,0.1,6,validation,0.2232780158519745
2,0.1,7,subtrain,0.1835253462195396
2,0.1,7,validation,0.2166544869542122
2,0.1,8,subtrain,0.1752402707934379
2,0.1,8,validation,0.2123377993702888
2,0.1,9,subtrain,0.1702120006084442
2,0.1,9,validation,0.209507867693901
2,0.1,10,subtrain,0.1654602438211441
2,0.1,10,validation,0.2072611078619957
2,0.1,11,subtrain,0.1565089151263237
2,0.1,11,validation,0.2025620117783546
2,0.1,12,subtrain,0.151439718902111
2,0.1,12,validation,0.2012196630239486
2,0.1,13,subtrain,0.1485936492681503
2,0.1,13,validation,0.2003664374351501
2,0.1,14,subtrain,0.1431044638156891
2,0.1,14,validation,0.19950532913208
2,0.1,15,subtrain,0.1392225176095962
2,0.1,15,validation,0.1960431933403015
2,0.1,16,subtrain,0.1367672681808471
2,0.1,16,validation,0.1961289271712303
2,0.1,17,subtrain,0.1346131414175033
2,0.1,17,validation,0.197327435016632
2,0.1,18,subtrain,0.1314801275730133
2,0.1,18,validation,0.1956015154719352
2,0.1,19,subtrain,0.1276213899254799
2,0.1,19,validation,0.1940092965960502
2,0.1,20,subtrain,0.1271672695875167
2,0.1,20,validation,0.1945570334792137
2,0.1,21,subtrain,0.1227334626019001
2,0.1,21,validation,0.1924956813454628
2,0.1,22,subtrain,0.1200783178210258
2,0.1,22,validation,0.1935910508036613
2,0.1,23,subtrain,0.1175052262842655
2,0.1,23,validation,0.1917414143681526
2,0.1,24,subtrain,0.1159807667136192
2,0.1,24,validation,0.1926788985729217
2,0.1,25,subtrain,0.1143936663866043
2,0.1,25,validation,0.1902204677462577
2,0.1,26,subtrain,0.1123496852815151
2,0.1,26,validation,0.1919072121381759
2,0.1,27,subtrain,0.1096690520644187
2,0.1,27,validation,0.189324639737606
2,0.1,28,subtrain,0.1075064241886138
2,0.1,28,validation,0.1905753836035728
2,0.1,29,subtrain,0.1060869060456752
2,0.1,29,validation,0.1913208067417144
2,0.1,30,subtrain,0.1034983359277248
2,0.1,30,validation,0.189640462398529
2,0.1,31,subtrain,0.1027448736131191
2,0.1,31,validation,0.1909054443240165
2,0.1,32,subtrain,0.1056988015770912
2,0.1,32,validation,0.1982830539345741
2,0.1,33,subtrain,0.1009566895663738
2,0.1,33,validation,0.1940622925758361
2,0.1,34,subtrain,0.0972516275942325
2,0.1,34,validation,0.1896511614322662
2,0.1,35,subtrain,0.0965147018432617
2,0.1,35,validation,0.1903639137744903
2,0.1,36,subtrain,0.0975083000957965
2,0.1,36,validation,0.1926718577742576
2,0.1,37,subtrain,0.1021409444510936
2,0.1,37,validation,0.19821298122406
2,0.1,38,subtrain,0.0940940007567405
2,0.1,38,validation,0.1940865144133567
2,0.1,39,subtrain,0.0935365706682205
2,0.1,39,validation,0.193434789776802
2,0.1,40,subtrain,0.0886046178638935
2,0.1,40,validation,0.191804327070713
2,0.1,41,subtrain,0.0863603390753269
2,0.1,41,validation,0.1911031454801559
2,0.1,42,subtrain,0.0853193886578083
2,0.1,42,validation,0.1938612312078476
2,0.1,43,subtrain,0.0852658078074455
2,0.1,43,validation,0.1953984871506691
2,0.1,44,subtrain,0.0827256068587303
2,0.1,44,validation,0.1921658739447593
2,0.1,45,subtrain,0.0826665572822094
2,0.1,45,validation,0.1962476000189781
2,0.1,46,subtrain,0.0802648104727268
2,0.1,46,validation,0.1953069046139717
2,0.1,47,subtrain,0.0796133615076541
2,0.1,47,validation,0.1942327469587326
2,0.1,48,subtrain,0.0789786018431186
2,0.1,48,validation,0.1940451860427856
2,0.1,49,subtrain,0.0774396285414695
2,0.1,49,validation,0.1956349536776542
2,0.1,50,subtrain,0.079765934497118
2,0.1,50,validation,0.1993011906743049
2,0.1,51,subtrain,0.0756869055330753
2,0.1,51,validation,0.2005058974027633
2,0.1,52,subtrain,0.0723422542214393
2,0.1,52,validation,0.197730965912342
2,0.1,53,subtrain,0.0777035467326641
2,0.1,53,validation,0.2020511552691459
2,0.1,54,subtrain,0.069972313940525
2,0.1,54,validation,0.2008737251162529
2,0.1,55,subtrain,0.0723687633872032
2,0.1,55,validation,0.2047684267163276
2,0.1,56,subtrain,0.0684690065681934
2,0.1,56,validation,0.2002969458699226
2,0.1,57,subtrain,0.0767758563160896
2,0.1,57,validation,0.2077338472008705
2,0.1,58,subtrain,0.0713108703494072
2,0.1,58,validation,0.2076156660914421
2,0.1,59,subtrain,0.0645668618381023
2,0.1,59,validation,0.2041447088122367
2,0.1,60,subtrain,0.0651297029107809
2,0.1,60,validation,0.2034329324960708
2,0.1,61,subtrain,0.0721023865044117
2,0.1,61,validation,0.2163259983062744
2,0.1,62,subtrain,0.0631930287927389
2,0.1,62,validation,0.2084362208843231
2,0.1,63,subtrain,0.0635205581784248
2,0.1,63,validation,0.2079499959945678
2,0.1,64,subtrain,0.0596975721418857
2,0.1,64,validation,0.2082876935601234
2,0.1,65,subtrain,0.0606686603277921
2,0.1,65,validation,0.2126059159636497
2,0.1,66,subtrain,0.0623115766793489
2,0.1,66,validation,0.2151439115405082
2,0.1,67,subtrain,0.058193078264594
2,0.1,67,validation,0.2163069620728492
2,0.1,68,subtrain,0.0756265297532081
2,0.1,68,validation,0.2347529754042625
2,0.1,69,subtrain,0.0583769977092742
2,0.1,69,validation,0.2174521833658218
2,0.1,70,subtrain,0.0558535158634185
2,0.1,70,validation,0.214761421084404
2,0.1,71,subtrain,0.0728117525577545
2,0.1,71,validation,0.2383530288934707
2,0.1,72,subtrain,0.0536453407257795
2,0.1,72,validation,0.2174601629376411
2,0.1,73,subtrain,0.0517364498227834
2,0.1,73,validation,0.217816561460495
2,0.1,74,subtrain,0.057949349284172
2,0.1,74,validation,0.2309997454285621
2,0.1,75,subtrain,0.051095750182867
2,0.1,75,validation,0.2228992208838462
2,0.1,76,subtrain,0.0499616153538227
2,0.1,76,validation,0.2231912314891815
2,0.1,77,subtrain,0.0557663813233375
2,0.1,77,validation,0.2380930036306381
2,0.1,78,subtrain,0.0499235223978757
2,0.1,78,validation,0.2245370596647262
2,0.1,79,subtrain,0.0486407298594713
2,0.1,79,validation,0.2266391739249229
2,0.1,80,subtrain,0.0626798141747713
2,0.1,80,validation,0.2494286671280861
2,0.1,81,subtrain,0.0513700768351554
2,0.1,81,validation,0.2317731603980064
2,0.1,82,subtrain,0.0459315609186887
2,0.1,82,validation,0.2300995662808418
2,0.1,83,subtrain,0.0729286130517721
2,0.1,83,validation,0.2637895494699478
2,0.1,84,subtrain,0.0464224144816398
2,0.1,84,validation,0.2318625822663307
2,0.1,85,subtrain,0.0467508286237716
2,0.1,85,validation,0.2359956055879593
2,0.1,86,subtrain,0.0495464745908975
2,0.1,86,validation,0.2448029816150665
2,0.1,87,subtrain,0.0451724901795387
2,0.1,87,validation,0.2350524589419365
2,0.1,88,subtrain,0.04380938783288
2,0.1,88,validation,0.239051915705204
2,0.1,89,subtrain,0.043656650930643
2,0.1,89,validation,0.2410646602511406
2,0.1,90,subtrain,0.0414473991841077
2,0.1,90,validation,0.2387674674391746
2,0.1,91,subtrain,0.0453597791492939
2,0.1,91,validation,0.2442756369709968
2,0.1,92,subtrain,0.0495107658207416
2,0.1,92,validation,0.2518684417009353
2,0.1,93,subtrain,0.0517201256006956
2,0.1,93,validation,0.2574162036180496
2,0.1,94,subtrain,0.0795131828635931
2,0.1,94,validation,0.2796266973018646
2,0.1,95,subtrain,0.0643009282648563
2,0.1,95,validation,0.2645078897476196
2,0.1,96,subtrain,0.0595600511878728
2,0.1,96,validation,0.2585619911551475
2,0.1,97,subtrain,0.0430042818188667
2,0.1,97,validation,0.2517716363072395
2,0.1,98,subtrain,0.0399741698056459
2,0.1,98,validation,0.2444363310933113
2,0.1,99,subtrain,0.0384284872561693
2,0.1,99,validation,0.2482604011893272
3,0.2,0,subtrain,0.6328330338001251
3,0.2,0,validation,0.6341204047203064
3,0.2,1,subtrain,0.4161855727434158
3,0.2,1,validation,0.4215091317892074
3,0.2,2,subtrain,0.2419605776667595
3,0.2,2,validation,0.2573308050632477
3,0.2,3,subtrain,0.1988554969429969
3,0.2,3,validation,0.2250904440879821
3,0.2,4,subtrain,0.1803661435842514
3,0.2,4,validation,0.215439461171627
3,0.2,5,subtrain,0.1640870496630668
3,0.2,5,validation,0.2066895067691803
3,0.2,6,subtrain,0.2567059397697449
3,0.2,6,validation,0.3129424080252647
3,0.2,7,subtrain,0.1487859338521957
3,0.2,7,validation,0.199415810406208
3,0.2,8,subtrain,0.1448163390159607
3,0.2,8,validation,0.2076463475823402
3,0.2,9,subtrain,0.1360435262322425
3,0.2,9,validation,0.2052216604351997
3,0.2,10,subtrain,0.1338284313678741
3,0.2,10,validation,0.1979932710528373
3,0.2,11,subtrain,0.1671975962817669
3,0.2,11,validation,0.2302569672465324
3,0.2,12,subtrain,0.1199129410088062
3,0.2,12,validation,0.1953198537230491
3,0.2,13,subtrain,0.1242348775267601
3,0.2,13,validation,0.2100096121430397
3,0.2,14,subtrain,0.115882609039545
3,0.2,14,validation,0.2091008871793747
3,0.2,15,subtrain,0.1114611066877842
3,0.2,15,validation,0.2020669057965278
3,0.2,16,subtrain,0.1052986718714237
3,0.2,16,validation,0.2078415527939796
3,0.2,17,subtrain,0.0973540805280208
3,0.2,17,validation,0.2046464681625366
3,0.2,18,subtrain,0.093251496553421
3,0.2,18,validation,0.2062389850616455
3,0.2,19,subtrain,0.0841072648763656
3,0.2,19,validation,0.2004354074597358
3,0.2,20,subtrain,0.1399726457893848
3,0.2,20,validation,0.2640581056475639
3,0.2,21,subtrain,0.0967115350067615
3,0.2,21,validation,0.2248845174908638
3,0.2,22,subtrain,0.07691241055727
3,0.2,22,validation,0.2134016528725624
3,0.2,23,subtrain,0.1429654769599437
3,0.2,23,validation,0.2654491811990738
3,0.2,24,subtrain,0.0776385031640529
3,0.2,24,validation,0.2189253717660904
3,0.2,25,subtrain,0.274112144485116
3,0.2,25,validation,0.4027880057692528
3,0.2,26,subtrain,0.0848062261939048
3,0.2,26,validation,0.2241953536868095
3,0.2,27,subtrain,0.078527845442295
3,0.2,27,validation,0.2235073149204254
3,0.2,28,subtrain,0.0599820520728826
3,0.2,28,validation,0.2176398932933807
3,0.2,29,subtrain,0.13157594576478
3,0.2,29,validation,0.2755877375602722
3,0.2,30,subtrain,0.0690116938203573
3,0.2,30,validation,0.232920654118061
3,0.2,31,subtrain,0.070835655555129
3,0.2,31,validation,0.2303893491625785
3,0.2,32,subtrain,0.0577446427196264
3,0.2,32,validation,0.2323582768440246
3,0.2,33,subtrain,0.054923640564084
3,0.2,33,validation,0.225541278719902
3,0.2,34,subtrain,0.0745999440550804
3,0.2,34,validation,0.2545382231473923
3,0.2,35,subtrain,0.0749757122248411
3,0.2,35,validation,0.2653640806674957
3,0.2,36,subtrain,0.1764702592045068
3,0.2,36,validation,0.3706565648317337
3,0.2,37,subtrain,0.0712230671197176
3,0.2,37,validation,0.253675103187561
3,0.2,38,subtrain,0.0690782461315393
3,0.2,38,validation,0.2523776143789291
3,0.2,39,subtrain,0.0829191170632839
3,0.2,39,validation,0.2841315120458603
3,0.2,40,subtrain,0.0476774051785469
3,0.2,40,validation,0.2415754050016403
3,0.2,41,subtrain,0.0442137252539396
3,0.2,41,validation,0.2452959716320037
3,0.2,42,subtrain,0.1146640125662088
3,0.2,42,validation,0.3134806752204895
3,0.2,43,subtrain,0.2050191666930914
3,0.2,43,validation,0.4014931619167328
3,0.2,44,subtrain,0.1146213971078395
3,0.2,44,validation,0.3231424838304519
3,0.2,45,subtrain,0.0796021213755011
3,0.2,45,validation,0.2964207679033279
3,0.2,46,subtrain,0.0747044775635004
3,0.2,46,validation,0.2885861694812774
3,0.2,47,subtrain,0.0494337016716599
3,0.2,47,validation,0.2800464630126953
3,0.2,48,subtrain,0.0865284418687224
3,0.2,48,validation,0.3143338710069656
3,0.2,49,subtrain,0.09350604750216
3,0.2,49,validation,0.317940205335617
3,0.2,50,subtrain,0.0673527959734201
3,0.2,50,validation,0.2853129208087921
3,0.2,51,subtrain,0.0461586769670248
3,0.2,51,validation,0.2829163521528244
3,0.2,52,subtrain,0.0843768194317817
3,0.2,52,validation,0.31942118704319
3,0.2,53,subtrain,0.0382751366123557
3,0.2,53,validation,0.2796178385615349
3,0.2,54,subtrain,0.0359734315425157
3,0.2,54,validation,0.2773391157388687
3,0.2,55,subtrain,0.0376059496775269
3,0.2,55,validation,0.2927746474742889
3,0.2,56,subtrain,0.0283575924113392
3,0.2,56,validation,0.2837118208408355
3,0.2,57,subtrain,0.0356652541086077
3,0.2,57,validation,0.2951766848564148
3,0.2,58,subtrain,0.0962787782773375
3,0.2,58,validation,0.3690184503793716
3,0.2,59,subtrain,0.0362749360501766
3,0.2,59,validation,0.3114936798810959
3,0.2,60,subtrain,0.0279871942475438
3,0.2,60,validation,0.3007596284151077
3,0.2,61,subtrain,0.3220961168408394
3,0.2,61,validation,0.5820755511522293
3,0.2,62,subtrain,0.0523198377341032
3,0.2,62,validation,0.3450731188058853
3,0.2,63,subtrain,0.2851338451728225
3,0.2,63,validation,0.5545790791511536
3,0.2,64,subtrain,0.045508025214076
3,0.2,64,validation,0.2997608780860901
3,0.2,65,subtrain,0.0294278776273131
3,0.2,65,validation,0.2917793244123459
3,0.2,66,subtrain,0.0854563303291797
3,0.2,66,validation,0.3622498214244842
3,0.2,67,subtrain,0.0319991922006011
3,0.2,67,validation,0.2985252887010574
3,0.2,68,subtrain,0.0296464981511235
3,0.2,68,validation,0.3027691841125488
3,0.2,69,subtrain,0.0906940223649144
3,0.2,69,validation,0.3710876256227493
3,0.2,70,subtrain,0.0281426254659891
3,0.2,70,validation,0.3074745386838913
3,0.2,71,subtrain,0.1411950746551156
3,0.2,71,validation,0.4242891669273376
3,0.2,72,subtrain,0.0262649953365325
3,0.2,72,validation,0.3214089870452881
3,0.2,73,subtrain,0.0524248876608908
3,0.2,73,validation,0.3647341132164001
3,0.2,74,subtrain,0.0478893276304006
3,0.2,74,validation,0.3583795726299286
3,0.2,75,subtrain,0.0309854159131646
3,0.2,75,validation,0.323463574051857
3,0.2,76,subtrain,0.0298238303512334
3,0.2,76,validation,0.3396136909723282
3,0.2,77,subtrain,0.0620648888871073
3,0.2,77,validation,0.3649599552154541
3,0.2,78,subtrain,0.0264173708856105
3,0.2,78,validation,0.3394532799720764
3,0.2,79,subtrain,0.0220116693526506
3,0.2,79,validation,0.3313856273889541
3,0.2,80,subtrain,0.124426276423037
3,0.2,80,validation,0.4438312500715256
3,0.2,81,subtrain,0.0324883451685309
3,0.2,81,validation,0.349758505821228
3,0.2,82,subtrain,0.0220500393770635
3,0.2,82,validation,0.342954158782959
3,0.2,83,subtrain,0.0210242685861885
3,0.2,83,validation,0.344747856259346
3,0.2,84,subtrain,0.0224158354103565
3,0.2,84,validation,0.3513261079788208
3,0.2,85,subtrain,0.0201139580458402
3,0.2,85,validation,0.3502068072557449
3,0.2,86,subtrain,0.0293743684887886
3,0.2,86,validation,0.3588205575942993
3,0.2,87,subtrain,0.0533873196691274
3,0.2,87,validation,0.3919964134693146
3,0.2,88,subtrain,0.0266873063519597
3,0.2,88,validation,0.3544058352708816
3,0.2,89,subtrain,0.0181139595806598
3,0.2,89,validation,0.3517034351825714
3,0.2,90,subtrain,0.0306456871330738
3,0.2,90,validation,0.3823129087686538
3,0.2,91,subtrain,0.0234549101442098
3,0.2,91,validation,0.3662557005882263
3,0.2,92,subtrain,0.0218452522531151
3,0.2,92,validation,0.3665239959955215
3,0.2,93,subtrain,0.0167526379227638
3,0.2,93,validation,0.3690175861120224
3,0.2,94,subtrain,0.0176049298606812
3,0.2,94,validation,0.3768088966608047
3,0.2,95,subtrain,0.0823274012655019
3,0.2,95,validation,0.4420794993638992
3,0.2,96,subtrain,0.018905977718532
3,0.2,96,validation,0.38058702647686
3,0.2,97,subtrain,0.0165164321660995
3,0.2,97,validation,0.3809132874011993
3,0.2,98,subtrain,0.0175669412128627
3,0.2,98,validation,0.3894083350896835
3,0.2,99,subtrain,0.1574466191232204
